,POSTCODE,TOTAL_FLOOR_AREA,LONG,LAT,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,PROPERTY_TYPE,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS
96,EC4A 3EA,28.72,-0.108378,51.514902,2nd,N,4.0,Flat,2.0,2.0
